name,State Code,Offense Month,Situation,Age of Victim,Sex of Victim,Age of Offender,Sex of Offender,Weapon used by Offender,Relationship of Victim to Offender,Circumstances
1,2,1,A,32,F,34,M,12,GF,45
2,2,1,A,1,F,26,M,30,ST,26
3,2,1,A,46,F,59,F,90,DA,60
4,4,1,A,31,F,41,M,12,ST,3
5,4,1,A,9,F,22,M,11,ST,26
6,4,1,A,0.5,F,30,M,90,DA,60
7,4,1,A,47,F,25,M,20,OK,45
8,4,1,A,72,F,74,M,12,WI,45
9,4,1,A,50,F,44,M,20,GF,45
10,4,1,A,64,F,59,M,12,WI,45
11,4,1,A,23,F,24,M,12,GF,53
12,4,1,A,58,F,28,M,20,ST,99
13,4,1,A,14,F,20,M,11,FR,26
14,4,1,A,59,F,63,M,11,GF,26
15,4,1,A,42,F,54,M,11,WI,45
16,5,1,A,61,F,42,M,40,GF,45
17,5,1,A,37,F,47,M,14,WI,45
18,5,1,A,25,F,56,M,20,GF,45
19,7,1,A,35,F,32,M,30,WI,99
20,10,1,A,60,F,48,M,12,GF,26
21,10,1,A,54,F,0,M,30,AQ,45
22,10,1,A,44,F,40,M,12,GF,40
23,10,1,A,22,F,27,M,12,GF,45
24,10,1,A,22,F,22,F,12,HO,60
25,11,1,A,47,F,29,M,12,UN,99
26,11,1,A,51,F,29,M,12,MO,99
27,12,1,A,46,F,44,M,90,WI,45
28,12,1,A,54,F,26,M,20,MO,45
29,12,1,A,27,F,23,F,20,AQ,45
30,13,1,A,43,F,49,M,12,GF,45
31,13,1,A,52,F,49,M,20,SI,45
32,14,1,A,0.5,F,20,M,40,DA,60
33,15,1,A,22,F,24,M,11,IL,99
34,15,1,A,23,F,22,M,12,GF,99
35,15,1,A,2,F,33,M,40,OK,60
36,16,1,A,37,F,18,M,12,AQ,99
37,16,1,A,26,F,27,M,90,GF,60
38,16,1,A,55,F,53,M,12,GF,99
39,16,1,A,65,F,65,M,12,WI,60
40,16,1,A,38,F,40,M,13,WI,99
41,16,1,A,22,F,25,M,90,AQ,42
42,16,1,A,37,F,18,M,12,AQ,42
43,16,1,A,29,F,44,M,14,GF,45
44,17,1,A,22,F,30,M,20,GF,26
45,17,1,A,30,F,25,M,12,UN,10
46,17,1,A,25,F,0,M,12,UN,99
47,17,1,A,28,F,62,M,14,SD,60
48,18,1,A,52,F,52,M,12,WI,40
49,19,1,A,39,F,53,M,30,IL,45
50,20,1,A,30,F,40,M,11,OK,99
51,20,1,A,33,F,28,M,90,GF,6
52,20,1,A,72,F,49,M,20,MO,60
53,20,1,A,40,F,21,M,40,UN,99
54,21,1,A,48,F,66,M,40,WI,45
55,21,1,A,42,F,45,M,90,UN,99
56,21,1,A,45,F,65,M,12,WI,99
57,21,1,A,21,F,21,M,11,GF,99
58,21,1,A,44,F,41,M,90,ST,99
59,21,1,A,22,F,23,M,90,AQ,99
60,21,1,A,46,F,44,M,90,GF,99
61,21,1,A,26,F,32,M,11,UN,99
62,21,1,A,49,F,49,M,20,GF,45
63,23,1,A,21,F,19,F,90,UN,99
64,24,1,A,36,F,45,M,90,UN,99
65,24,1,A,31,F,49,M,12,GF,45
66,27,1,A,54,F,24,M,20,ST,17
67,27,1,A,46,F,50,M,11,WI,60
68,27,1,A,0.5,F,23,M,40,DA,26
69,29,1,A,25,F,27,M,30,GF,45
70,29,1,A,0.05,F,22,F,65,DA,26
71,29,1,A,21,F,21,M,12,ST,45
72,29,1,A,37,F,38,M,12,GF,60
73,29,1,A,28,F,34,M,12,AQ,45
74,30,1,A,45,F,46,M,11,GF,45
75,30,1,A,45,F,46,M,11,GF,45
76,30,1,A,24,F,23,M,20,GF,45
77,31,1,A,0.5,F,40,F,40,DA,60
78,31,1,A,20,F,31,F,20,HO,45
79,31,1,A,26,F,29,M,12,GF,60
80,31,1,A,87,F,48,M,30,OK,45
81,31,1,A,58,F,43,M,20,UN,45
82,31,1,A,44,F,30,M,85,OK,60
83,32,1,A,62,F,38,F,13,MO,99
84,32,1,A,30,F,20,M,12,UN,99
85,32,1,A,87,F,73,M,40,AQ,60
86,34,1,A,0.5,F,61,F,40,OK,60
87,34,1,A,31,F,38,M,40,AQ,60
88,34,1,A,71,F,62,M,40,CW,60
89,34,1,A,41,F,26,F,70,UN,60
90,34,1,A,28,F,24,M,70,OK,18
91,34,1,A,44,F,53,M,85,AQ,45
92,34,1,A,60,F,21,M,20,ST,99
93,35,1,A,32,F,58,F,12,DA,99
94,35,1,A,20,F,18,M,12,AQ,46
95,35,1,A,37,F,36,M,90,ST,59
96,37,1,A,95,F,24,M,40,OF,60
97,37,1,A,32,F,43,M,12,GF,40
98,37,1,A,27,F,36,M,20,WI,60
99,37,1,A,1,F,23,F,90,DA,60
100,37,1,A,57,F,44,M,12,SI,53
101,37,1,A,58,F,58,M,12,CW,26
102,37,1,A,52,F,26,M,80,MO,44
103,37,1,A,36,F,63,M,12,GF,45
104,37,1,A,26,F,29,M,12,GF,60
105,39,1,A,29,F,42,M,12,GF,99
106,39,1,A,54,F,57,M,12,AQ,99
107,39,1,A,68,F,33,M,20,AQ,99
108,40,1,A,26,F,33,M,20,XW,45
109,41,1,A,44,F,49,M,12,GF,45
110,41,1,A,66,F,63,M,12,SI,60
111,41,1,A,13,F,19,M,12,ST,60
112,42,1,A,31,F,39,M,12,FR,60
113,42,1,A,72,F,67,M,14,CW,45
114,42,1,A,43,F,62,M,11,XW,99
115,42,1,A,19,F,19,M,14,FR,51
116,42,1,A,30,F,26,M,11,GF,40
117,42,1,A,47,F,54,M,80,WI,45
118,42,1,A,24,F,20,M,20,GF,45
119,42,1,A,44,F,45,M,40,GF,45
120,42,1,A,45,F,15,M,11,MO,45
121,42,1,A,29,F,38,M,12,WI,45
122,42,1,A,23,F,24,M,85,WI,45
123,42,1,A,35,F,41,M,14,WI,60
124,42,1,A,27,F,58,M,40,ST,99
125,42,1,A,33,F,24,M,12,GF,60
126,42,1,A,26,F,22,F,90,AQ,45
127,42,1,A,0.5,F,14,F,75,OF,41
128,42,1,A,38,F,47,M,11,WI,45
129,42,1,A,17,F,18,M,40,GF,45
130,42,1,A,33,F,27,M,12,AQ,3
131,45,1,A,83,F,84,M,12,WI,99
132,45,1,A,21,F,22,M,20,WI,99
133,45,1,A,58,F,44,F,12,HO,43
134,45,1,A,32,F,31,M,20,GF,45
135,45,1,A,2,F,32,M,40,AQ,60
136,45,1,A,26,F,24,M,12,GF,99
137,45,1,A,41,F,0,M,20,UN,99
138,46,1,A,59,F,57,M,40,WI,99
139,46,1,A,37,F,31,M,40,GF,45
140,46,1,A,83,F,24,M,20,OF,43
141,46,1,A,34,F,36,M,40,GF,45
142,48,1,A,17,F,15,M,90,GF,17
143,50,1,A,40,F,31,M,80,GF,45
144,51,1,A,61,F,25,M,20,OF,45
145,62,1,A,54,F,55,M,20,WI,40
146,2,2,A,16,F,18,M,12,AQ,45
147,2,2,A,33,F,46,M,12,WI,45
148,2,2,A,28,F,28,M,12,ST,81
149,3,2,A,21,F,27,M,12,GF,99
150,3,2,A,55,F,53,M,12,WI,45
151,3,2,A,63,F,39,M,12,OF,45
152,3,2,A,77,F,55,M,40,OF,7
153,3,2,A,57,F,44,M,90,OK,60
154,4,2,A,51,F,56,M,12,WI,45
155,4,2,A,31,F,39,M,11,XW,45
156,4,2,A,57,F,57,M,12,WI,45
157,4,2,A,48,F,22,M,30,MO,45
158,4,2,A,45,F,45,M,20,WI,45
159,4,2,A,73,F,68,M,12,WI,45
160,4,2,A,87,F,88,M,12,WI,99
161,4,2,A,36,F,34,M,11,WI,45
162,4,2,A,48,F,52,M,20,AQ,99
163,4,2,A,44,F,47,M,20,AQ,26
164,4,2,A,77,F,84,M,20,WI,26
165,4,2,A,36,F,49,M,20,ST,99
166,4,2,A,84,F,37,F,12,AQ,99
167,5,2,A,55,F,32,M,40,AQ,45
168,5,2,A,40,F,55,M,20,CW,45
169,5,2,A,36,F,52,M,12,GF,99
170,5,2,A,73,F,75,M,12,WI,45
171,8,2,A,34,F,32,M,85,GF,99
172,10,2,A,27,F,39,M,30,GF,45
173,10,2,A,29,F,30,M,12,GF,45
174,10,2,A,47,F,49,M,20,WI,45
175,12,2,A,60,F,40,M,20,MO,45
176,12,2,A,48,F,57,M,20,GF,45
177,13,2,A,5,F,38,M,12,DA,53
178,13,2,A,34,F,38,M,90,GF,26
179,13,2,A,20,F,32,M,12,GF,18
180,13,2,A,26,F,29,M,12,AQ,44
181,14,2,A,44,F,45,M,12,WI,99
182,16,2,A,30,F,35,M,12,GF,45
183,16,2,A,42,F,40,M,12,WI,45
184,17,2,A,44,F,45,M,20,UN,45
185,17,2,A,25,F,26,M,12,GF,99
186,19,2,A,62,F,54,M,90,AQ,45
187,20,2,A,31,F,31,M,11,OK,5
188,20,2,A,17,F,20,M,20,OK,99
189,20,2,A,9,F,32,F,85,DA,60
190,20,2,A,47,F,43,M,40,UN,99
191,21,2,A,44,F,50,M,15,XW,99
192,21,2,A,78,F,69,M,30,CW,99
193,21,2,A,1,F,13,M,90,AQ,60
194,22,2,A,35,F,25,M,20,GF,99
195,22,2,A,1,F,35,M,40,OK,60
196,23,2,A,21,F,26,M,12,OK,99
197,23,2,A,75,F,75,M,11,WI,48
198,24,2,A,40,F,45,M,40,GF,45
199,24,2,A,38,F,20,M,70,AQ,59
200,24,2,A,26,F,27,M,13,WI,45
201,24,2,A,43,F,54,M,12,WI,40
202,24,2,A,6,F,55,M,80,NE,17
203,24,2,A,19,F,23,F,20,FR,45
204,24,2,A,51,F,52,M,14,WI,45
205,25,2,A,75,F,79,M,40,WI,60
206,27,2,A,43,F,19,M,11,AQ,99
207,27,2,A,85,F,57,F,11,MO,60
208,29,2,A,41,F,27,M,20,WI,45
209,30,2,A,53,F,26,M,12,OF,45
210,31,2,A,67,F,38,M,40,MO,45
211,31,2,A,21,F,23,M,80,OK,44
212,31,2,A,29,F,34,M,40,GF,45
213,31,2,A,52,F,42,M,20,GF,45
214,31,2,A,2,F,28,M,40,OK,41
215,32,2,A,93,F,74,M,90,NE,60
216,32,2,A,20,F,27,M,12,OK,81
217,32,2,A,68,F,43,M,90,MO,99
218,32,2,A,40,F,47,M,14,WI,99
219,32,2,A,57,F,46,M,90,WI,45
220,34,2,A,21,F,27,M,12,GF,26
221,34,2,A,66,F,26,M,20,UN,99
222,34,2,A,48,F,77,M,12,XW,45
223,34,2,A,3,F,21,M,85,SI,60
224,34,2,A,19,F,20,M,14,GF,45
225,34,2,A,37,F,36,M,90,UN,60
226,34,2,A,35,F,38,M,12,GF,45
227,34,2,A,29,F,44,M,12,WI,45
228,34,2,A,3,F,24,M,40,OK,99
229,35,2,A,23,F,29,M,20,WI,45
230,35,2,A,32,F,29,M,12,WI,99
231,36,2,A,22,F,22,M,75,GF,45
232,37,2,A,36,F,45,M,15,OK,99
233,37,2,A,72,F,36,M,40,UN,99
234,37,2,A,44,F,58,M,12,GF,40
235,37,2,A,41,F,40,M,12,WI,26
236,37,2,A,18,F,19,M,80,GF,70
237,37,2,A,51,F,53,M,12,GF,45
238,37,2,A,1,F,30,M,90,OK,59
239,37,2,A,49,F,49,M,13,WI,45
240,38,2,A,48,F,52,M,20,WI,45
241,39,2,A,33,F,34,M,85,WI,45
242,41,2,A,80,F,60,M,90,UN,99
243,41,2,A,33,F,39,M,13,GF,99
244,41,2,A,28,F,42,M,20,GF,99
245,41,2,A,37,F,35,M,11,GF,99
246,41,2,A,47,F,49,M,12,WI,45
247,41,2,A,36,F,36,M,90,GF,45
248,41,2,A,66,F,74,M,12,WI,99
249,41,2,A,31,F,34,M,12,AQ,99
250,41,2,A,86,F,57,M,20,NE,99
251,41,2,A,19,F,21,M,85,GF,45
252,41,2,A,83,F,83,M,12,WI,60
253,42,2,A,30,F,31,M,12,WI,45
254,42,2,A,29,F,31,M,12,GF,45
255,42,2,A,18,F,19,M,75,GF,45
256,42,2,A,0.5,F,35,M,40,OK,41
257,42,2,A,24,F,24,M,40,GF,45
258,42,2,A,63,F,58,M,12,WI,45
259,42,2,A,41,F,44,M,11,WI,45
260,42,2,A,22,F,26,M,20,UN,99
261,42,2,A,77,F,88,M,12,WI,60
262,42,2,A,65,F,51,M,12,WI,45
263,42,2,A,44,F,49,M,11,WI,26
264,42,2,A,46,F,70,M,12,WI,99
265,42,2,A,4,F,29,M,40,DA,60
266,42,2,A,33,F,46,M,12,OK,60
267,42,2,A,0.5,F,27,M,40,DA,60
268,42,2,A,52,F,28,M,12,ST,99
269,42,2,A,50,F,22,M,90,UN,3
270,42,2,A,26,F,36,M,11,GF,45
271,42,2,A,27,F,50,M,40,ST,99
272,42,2,A,26,F,38,M,20,CW,45
273,42,2,A,68,F,20,M,11,OF,45
274,43,2,A,26,F,26,M,12,GF,45
275,45,2,A,21,F,30,M,12,GF,99
276,45,2,A,36,F,33,M,90,GF,45
277,45,2,A,63,F,33,M,30,MO,45
278,46,2,A,29,F,35,M,90,GF,99
279,46,2,A,16,F,36,F,12,DA,60
280,46,2,A,26,F,19,M,40,UN,45
281,47,2,A,43,F,27,M,70,OK,60
282,47,2,A,1,F,15,F,90,OK,60
283,47,2,A,20,F,21,M,12,GF,26
284,48,2,A,56,F,0,M,11,UN,99
285,50,2,A,74,F,47,M,30,MO,99
286,50,2,A,26,F,27,M,40,GF,99
287,51,2,A,44,F,56,M,20,GF,45
288,2,3,A,35,F,37,M,20,WI,45
289,2,3,A,48,F,43,M,12,ST,81
290,2,3,A,73,F,78,M,30,WI,49
291,2,3,A,35,F,44,M,90,GF,99
292,3,3,A,34,F,32,M,13,WI,60
293,4,3,A,55,F,49,M,30,OK,45
294,4,3,A,33,F,43,M,14,WI,45
295,4,3,A,55,F,56,M,14,WI,45
296,4,3,A,32,F,28,M,14,ST,99
297,4,3,A,32,F,30,M,12,SI,45
298,4,3,A,77,F,42,F,20,IL,99
299,4,3,A,17,F,22,M,12,AQ,45
300,4,3,A,49,F,52,F,85,SI,26
301,4,3,A,32,F,41,M,20,GF,45
302,4,3,A,34,F,18,M,14,OK,26
303,4,3,A,27,F,24,M,11,OK,47
304,4,3,A,73,F,74,M,40,WI,45
305,4,3,A,65,F,55,M,20,OF,99
306,4,3,A,46,F,48,M,80,GF,45
307,4,3,A,32,F,32,M,30,GF,45
308,4,3,A,83,F,46,M,30,MO,45
309,4,3,A,41,F,60,M,90,SD,45
310,4,3,A,42,F,69,M,11,ST,80
311,4,3,A,26,F,30,M,12,ST,81
312,4,3,A,27,F,23,M,12,OK,99
313,5,3,A,6,F,33,M,90,OF,99
314,5,3,A,21,F,0,M,12,UN,45
315,6,3,A,57,F,36,M,90,AQ,99
316,6,3,A,30,F,38,M,11,AQ,45
317,6,3,A,76,F,42,M,40,MO,45
318,6,3,A,71,F,74,M,12,WI,99
319,10,3,A,33,F,39,M,12,GF,60
320,10,3,A,56,F,0,M,12,GF,60
321,10,3,A,56,F,49,M,90,AQ,70
322,10,3,A,67,F,31,M,90,MO,60
323,10,3,A,18,F,18,M,13,GF,18
324,12,3,A,0.5,F,52,F,20,OF,60
325,12,3,A,52,F,0,M,20,WI,45
326,12,3,A,25,F,23,M,12,GF,45
327,13,3,A,38,F,32,M,12,ST,45
328,13,3,A,15,F,52,M,40,FA,59
329,13,3,A,22,F,32,M,13,OK,3
330,13,3,A,35,F,25,M,12,BF,45
331,15,3,A,52,F,34,M,20,GF,45
332,15,3,A,51,F,58,M,12,WI,44
333,16,3,A,46,F,50,M,90,GF,60
334,17,3,A,16,F,25,M,90,AQ,45
335,17,3,A,33,F,34,M,12,GF,99
336,17,3,A,18,F,26,M,12,AQ,3
337,17,3,A,57,F,52,M,14,WI,26
338,17,3,A,72,F,86,M,12,SI,26
339,17,3,A,23,F,38,M,20,AQ,99
340,17,3,A,33,F,23,M,50,GF,45
341,19,3,A,95,F,60,F,20,MO,60
342,20,3,A,45,F,46,M,30,WI,45
343,20,3,A,75,F,78,M,30,WI,99
344,20,3,A,29,F,46,M,20,FR,45
345,20,3,A,31,F,27,M,90,GF,60
346,21,3,A,64,F,43,M,30,MO,45
347,21,3,A,63,F,41,M,20,FR,45
348,21,3,A,57,F,62,M,20,AQ,99
349,21,3,A,21,F,24,M,11,OK,45
350,22,3,A,23,F,51,M,14,GF,99
351,22,3,A,28,F,22,M,11,GF,45
352,22,3,A,40,F,41,M,12,WI,60
353,22,3,A,65,F,53,M,40,GF,45
354,24,3,A,27,F,54,M,12,SD,45
355,24,3,A,92,F,0,F,90,IL,70
356,24,3,A,43,F,52,M,12,GF,45
357,24,3,A,1,F,19,F,11,UN,99
358,24,3,A,50,F,42,M,90,WI,43
359,24,3,A,22,F,47,M,80,UN,99
360,25,3,A,22,F,31,M,11,UN,43
361,27,3,A,52,F,49,F,20,HO,42
362,29,3,A,26,F,28,M,85,WI,45
363,29,3,A,0.5,F,33,M,40,DA,41
364,29,3,A,36,F,42,M,20,WI,99
365,29,3,A,83,F,87,M,12,WI,60
366,29,3,A,37,F,44,M,90,OK,45
367,30,3,A,26,F,19,M,11,AQ,45
368,30,3,A,0.5,F,23,M,90,AQ,60
369,31,3,A,53,F,52,M,30,GF,45
370,31,3,A,32,F,54,M,20,OK,40
371,31,3,A,46,F,53,M,80,GF,45
372,31,3,A,41,F,42,M,12,OK,60
373,31,3,A,46,F,45,M,12,WI,60
374,31,3,A,44,F,51,M,12,GF,60
375,32,3,A,38,F,38,M,14,WI,45
376,32,3,A,17,F,17,M,20,GF,45
377,32,3,A,24,F,23,M,40,WI,45
378,33,3,A,0.5,F,45,F,40,DA,60
379,34,3,A,52,F,56,M,11,WI,99
380,34,3,A,94,F,15,M,30,AQ,42
381,34,3,A,20,F,30,M,12,OK,99
382,34,3,A,62,F,24,M,12,ST,99
383,35,3,A,56,F,35,M,11,OF,60
384,36,3,A,85,F,88,M,11,WI,60
385,37,3,A,30,F,36,M,20,GF,44
386,37,3,A,38,F,39,M,70,AQ,59
387,37,3,A,49,F,52,M,12,XW,99
388,37,3,A,43,F,48,M,20,XW,60
389,37,3,A,29,F,44,M,12,OK,45
390,37,3,A,39,F,30,M,20,GF,45
391,37,3,A,53,F,19,M,20,MO,45
392,37,3,A,47,F,40,M,90,OF,45
393,37,3,A,25,F,26,M,12,AQ,60
394,39,3,A,33,F,42,M,12,WI,45
395,39,3,A,76,F,84,M,11,WI,45
396,39,3,A,25,F,26,M,11,GF,45
397,39,3,A,26,F,61,F,90,DA,45
398,39,3,A,0.5,F,32,F,40,OK,41
399,41,3,A,22,F,23,M,12,GF,60
400,41,3,A,24,F,33,M,90,GF,45
401,41,3,A,53,F,52,M,12,GF,45
402,41,3,A,19,F,20,M,12,OK,26
403,41,3,A,73,F,50,M,14,MO,45
404,41,3,A,24,F,33,M,90,WI,99
405,41,3,A,39,F,36,M,12,GF,60
406,42,3,A,24,F,25,M,40,WI,45
407,42,3,A,49,F,54,M,20,WI,45
408,42,3,A,26,F,32,M,12,AQ,46
409,42,3,A,81,F,85,M,12,WI,60
410,42,3,A,21,F,46,M,12,GF,99
411,42,3,A,30,F,30,M,30,GF,45
412,42,3,A,36,F,0,M,20,GF,45
413,42,3,A,24,F,40,M,12,WI,60
414,42,3,A,48,F,46,M,12,UN,99
415,42,3,A,76,F,72,M,14,WI,60
416,42,3,A,43,F,37,M,12,WI,26
417,42,3,A,16,F,37,M,11,DA,60
418,42,3,A,47,F,17,M,12,MO,45
419,45,3,A,66,F,61,M,12,WI,45
420,45,3,A,50,F,39,F,20,OK,45
421,45,3,A,23,F,25,M,12,GF,45
422,46,3,A,29,F,36,M,30,FR,5
423,46,3,A,37,F,30,M,20,UN,26
424,46,3,A,29,F,27,M,85,GF,60
425,46,3,A,46,F,29,M,11,ST,3
426,46,3,A,22,F,28,M,12,GF,60
427,46,3,A,24,F,29,M,20,GF,45
428,47,3,A,29,F,48,M,14,IL,60
429,48,3,A,64,F,61,M,12,WI,42
430,48,3,A,28,F,29,M,20,GF,45
431,48,3,A,41,F,30,M,20,FR,99
432,50,3,A,56,F,32,M,11,AQ,43
433,50,3,A,21,F,33,M,12,GF,60
434,51,3,A,43,F,25,M,20,MO,45
435,2,4,A,59,F,59,M,12,FR,60
436,2,4,A,0.5,F,19,M,90,OF,59
437,2,4,A,31,F,34,M,12,WI,40
438,2,4,A,50,F,62,M,80,WI,45
439,3,4,A,28,F,38,M,12,GF,45
440,3,4,A,51,F,26,M,20,AQ,99
441,4,4,A,53,F,43,M,12,WI,45
442,4,4,A,50,F,51,M,30,WI,45
443,4,4,A,47,F,59,M,12,NE,45
444,4,4,A,57,F,29,M,20,MO,26
445,4,4,A,44,F,38,M,12,ST,99
446,4,4,A,77,F,77,M,20,WI,45
447,4,4,A,78,F,28,M,20,OK,99
448,4,4,A,24,F,23,M,70,AQ,59
449,4,4,A,32,F,28,M,20,ST,45
450,4,4,A,52,F,62,M,12,WI,45
451,4,4,A,42,F,52,M,40,AQ,99
452,4,4,A,17,F,15,M,11,FR,59
453,4,4,A,92,F,81,M,40,AQ,45
454,4,4,A,74,F,63,M,65,WI,26
455,4,4,A,25,F,25,M,12,GF,26
456,4,4,A,33,F,25,M,12,GF,45
457,4,4,A,58,F,60,M,14,WI,99
458,4,4,A,40,F,43,M,12,WI,45
459,5,4,A,55,F,52,M,12,WI,45
460,5,4,A,60,F,72,M,12,WI,45
461,5,4,A,62,F,65,M,12,WI,60
462,6,4,A,19,F,20,F,20,AQ,45
463,7,4,A,24,F,25,M,12,ST,99
464,10,4,A,38,F,33,M,12,ST,3
465,10,4,A,16,F,22,M,11,UN,53
466,10,4,A,54,F,43,M,85,AQ,45
467,10,4,A,77,F,69,M,12,WI,99
468,10,4,A,51,F,47,M,14,WI,45
469,10,4,A,44,F,45,M,12,WI,99
470,12,4,A,19,F,25,M,11,UN,99
471,12,4,A,28,F,58,F,20,GF,45
